Image_id,material_image_id,style_tags,design_description,user_preference,material_type,color_palette
804,804,boho,"A colorful, free-spirited bedroom with mixed textures and cozy lighting.",prefers natural fabrics and artistic patterns,glass,"#3F2F0A, #960566, #63B725"
805,805,minimalist,Minimalist living room with sleek furniture and uncluttered design.,likes clean lines and clutter-free spaces,tile,"#32A7F7, #A01BB4, #83EA1F"
806,806,industrial,A warehouse-inspired kitchen featuring raw materials.,prefers raw textures and darker tones,fabric,"#625BC4, #352ED2, #0C73EE"
807,807,minimalist,Minimalist living room with sleek furniture and uncluttered design.,prefers simplicity and neutral palettes,metal,"#45F53F, #DA7485, #4219EF"
808,808,industrial,A warehouse-inspired kitchen featuring raw materials.,likes metal finishes and exposed structures,glass,"#77E32D, #61F212, #5F8F41"
809,809,scandinavian,A cozy bedroom with soft textiles and neutral tones.,likes cozy atmospheres with functional design,metal,"#C6CF6A, #8675F9, #DB69CD"
810,810,boho,Bohemian style living room full of plants and handmade decor.,likes vibrant colors and handmade decor,marble,"#85AF1F, #1EA3CD, #39282B"
811,811,minimalist,Minimalist living room with sleek furniture and uncluttered design.,prefers simplicity and neutral palettes,glass,"#2F8F35, #C75252, #51BACE"
812,812,scandinavian,A cozy bedroom with soft textiles and neutral tones.,wants warm minimalism and neutral colors,stone,"#14A925, #73C8CA, #6341A6"
813,813,minimalist,Minimalist living room with sleek furniture and uncluttered design.,wants a calm and functional design,glass,"#7282D3, #109839, #71E5DB"
814,814,minimalist,"A simple, clean space with neutral colors and open areas.",prefers simplicity and neutral palettes,tile,"#B57176, #CA2A3A, #1B5A64"
815,815,boho,A vibrant space with eclectic patterns and layered textiles.,likes vibrant colors and handmade decor,stone,"#45762F, #95A758, #CE05FF"
816,816,scandinavian,Scandinavian style kitchen emphasizing light and functionality.,prefers light woods and natural fabrics,wood,"#2DB73A, #8D91E5, #D0B324"
817,817,scandinavian,A cozy bedroom with soft textiles and neutral tones.,prefers light woods and natural fabrics,leather,"#F19F6A, #4FD1B2, #8DC51E"
818,818,boho,"A colorful, free-spirited bedroom with mixed textures and cozy lighting.",likes vibrant colors and handmade decor,stone,"#81FDB5, #4BB2B6, #008D10"
819,819,industrial,A modern loft with exposed brick and steel finishes.,prefers raw textures and darker tones,fabric,"#312EA7, #8730F8, #75EE47"
820,820,boho,A vibrant space with eclectic patterns and layered textiles.,likes vibrant colors and handmade decor,fabric,"#98CE51, #40450C, #CDD685"
821,821,minimalist,"A bedroom with white walls, simple furniture, and natural light.",prefers simplicity and neutral palettes,tile,"#874C5B, #07F53E, #FF70DE"
822,822,industrial,A modern loft with exposed brick and steel finishes.,likes metal finishes and exposed structures,wood,"#35D909, #3BE61C, #87B62E"
823,823,boho,"A colorful, free-spirited bedroom with mixed textures and cozy lighting.",prefers natural fabrics and artistic patterns,glass,"#967980, #9B9A08, #DB2FCE"
824,824,minimalist,Minimalist living room with sleek furniture and uncluttered design.,prefers simplicity and neutral palettes,leather,"#7A657F, #695F96, #730974"
825,825,minimalist,"A bedroom with white walls, simple furniture, and natural light.",wants a calm and functional design,stone,"#62036D, #740AC3, #5BF8A9"
826,826,scandinavian,"A bright, airy living room with wooden floors and cozy fabrics.",wants warm minimalism and neutral colors,wood,"#A0819E, #BB2BB0, #04C9E1"
827,827,industrial,A modern loft with exposed brick and steel finishes.,prefers raw textures and darker tones,leather,"#F246EC, #B315B4, #4047CA"
828,828,minimalist,Minimalist living room with sleek furniture and uncluttered design.,wants a calm and functional design,stone,"#49CB44, #8CD646, #3D08A6"
829,829,minimalist,Minimalist living room with sleek furniture and uncluttered design.,wants a calm and functional design,tile,"#1E1A90, #B79573, #A2AA48"
830,830,minimalist,"A bedroom with white walls, simple furniture, and natural light.",prefers simplicity and neutral palettes,glass,"#B6E724, #8891C4, #A00D30"
831,831,scandinavian,A cozy bedroom with soft textiles and neutral tones.,likes cozy atmospheres with functional design,fabric,"#5F8D72, #E48273, #1D22A5"
832,832,scandinavian,A cozy bedroom with soft textiles and neutral tones.,likes cozy atmospheres with functional design,glass,"#3BABA9, #AF4120, #140C4C"
833,833,minimalist,"A simple, clean space with neutral colors and open areas.",likes clean lines and clutter-free spaces,fabric,"#28185E, #0FD2BA, #2EC6F4"
834,834,scandinavian,A cozy bedroom with soft textiles and neutral tones.,likes cozy atmospheres with functional design,wood,"#18A917, #16C95E, #5562D5"
835,835,industrial,Industrial style office with concrete walls and metal accents.,prefers raw textures and darker tones,wood,"#DDDC18, #A5349B, #DB4138"
836,836,scandinavian,A cozy bedroom with soft textiles and neutral tones.,wants warm minimalism and neutral colors,fabric,"#9D3541, #16446A, #30BC68"
837,837,scandinavian,A cozy bedroom with soft textiles and neutral tones.,likes cozy atmospheres with functional design,metal,"#896BEF, #1AA099, #334845"
838,838,minimalist,"A simple, clean space with neutral colors and open areas.",wants a calm and functional design,wood,"#8E0A36, #48DE37, #5F48B8"
839,839,boho,Bohemian style living room full of plants and handmade decor.,loves eclectic vibes and cozy textures,tile,"#6A026B, #E82661, #58B60B"
840,840,minimalist,"A bedroom with white walls, simple furniture, and natural light.",likes clean lines and clutter-free spaces,leather,"#FE67EA, #50A70B, #49A852"
841,841,scandinavian,A cozy bedroom with soft textiles and neutral tones.,prefers light woods and natural fabrics,leather,"#C4AAED, #7B9E5F, #098BD5"
842,842,scandinavian,A cozy bedroom with soft textiles and neutral tones.,prefers light woods and natural fabrics,fabric,"#45CE19, #D9E0C4, #62F4BD"
843,843,boho,A vibrant space with eclectic patterns and layered textiles.,loves eclectic vibes and cozy textures,metal,"#37B991, #6068B1, #9CC3E9"
844,844,industrial,A modern loft with exposed brick and steel finishes.,prefers raw textures and darker tones,metal,"#4661C7, #88357E, #AD8153"
845,845,minimalist,Minimalist living room with sleek furniture and uncluttered design.,likes clean lines and clutter-free spaces,leather,"#F02705, #DB49F0, #FFD12B"
846,846,industrial,Industrial style office with concrete walls and metal accents.,"wants a modern, urban atmosphere",fabric,"#0FCE2B, #81D8C6, #1C9E46"
847,847,boho,"A colorful, free-spirited bedroom with mixed textures and cozy lighting.",likes vibrant colors and handmade decor,tile,"#0A84B7, #642388, #B2C6C9"
848,848,industrial,A warehouse-inspired kitchen featuring raw materials.,"wants a modern, urban atmosphere",leather,"#1D4A18, #C6BAAA, #7EB3C9"
849,849,minimalist,"A bedroom with white walls, simple furniture, and natural light.",prefers simplicity and neutral palettes,leather,"#E94B43, #E3B94A, #AE6055"
850,850,industrial,A modern loft with exposed brick and steel finishes.,"wants a modern, urban atmosphere",tile,"#214FED, #0EDE5C, #B20621"
851,851,scandinavian,"A bright, airy living room with wooden floors and cozy fabrics.",wants warm minimalism and neutral colors,stone,"#3BD049, #FA6380, #C891F4"
852,852,scandinavian,Scandinavian style kitchen emphasizing light and functionality.,wants warm minimalism and neutral colors,marble,"#8F63AE, #B77553, #680ED7"
853,853,scandinavian,A cozy bedroom with soft textiles and neutral tones.,prefers light woods and natural fabrics,tile,"#6C635D, #3906CF, #2C35C5"
854,854,scandinavian,"A bright, airy living room with wooden floors and cozy fabrics.",likes cozy atmospheres with functional design,glass,"#E0040A, #1FB1E9, #4DF43E"
855,855,minimalist,Minimalist living room with sleek furniture and uncluttered design.,prefers simplicity and neutral palettes,fabric,"#5D994B, #61A37E, #0C3846"
856,856,industrial,Industrial style office with concrete walls and metal accents.,prefers raw textures and darker tones,leather,"#708B85, #CA351E, #DCB7C6"
857,857,industrial,A warehouse-inspired kitchen featuring raw materials.,"wants a modern, urban atmosphere",marble,"#F688D5, #906BBA, #D42E28"
858,858,minimalist,"A simple, clean space with neutral colors and open areas.",wants a calm and functional design,stone,"#840DD0, #A5A8CB, #F849DD"
859,859,minimalist,"A bedroom with white walls, simple furniture, and natural light.",prefers simplicity and neutral palettes,tile,"#CBD865, #2A0207, #FD3232"
860,860,industrial,A warehouse-inspired kitchen featuring raw materials.,prefers raw textures and darker tones,fabric,"#E96290, #B85320, #4AA1B0"
861,861,industrial,A modern loft with exposed brick and steel finishes.,prefers raw textures and darker tones,tile,"#8D2A62, #642EAE, #4F6209"
862,862,boho,"A colorful, free-spirited bedroom with mixed textures and cozy lighting.",prefers natural fabrics and artistic patterns,marble,"#8F8F00, #49A043, #CDE589"
863,863,minimalist,"A simple, clean space with neutral colors and open areas.",likes clean lines and clutter-free spaces,metal,"#341987, #F4EC4B, #825961"
864,864,boho,Bohemian style living room full of plants and handmade decor.,prefers natural fabrics and artistic patterns,fabric,"#8E9D80, #1B41BE, #B5035C"
865,865,scandinavian,A cozy bedroom with soft textiles and neutral tones.,wants warm minimalism and neutral colors,leather,"#9B38EC, #A7199E, #E04F8C"
866,866,boho,"A colorful, free-spirited bedroom with mixed textures and cozy lighting.",loves eclectic vibes and cozy textures,marble,"#BD6DDF, #8945A1, #1DF210"
867,867,scandinavian,Scandinavian style kitchen emphasizing light and functionality.,likes cozy atmospheres with functional design,fabric,"#B3375A, #A22474, #902315"
868,868,scandinavian,"A bright, airy living room with wooden floors and cozy fabrics.",likes cozy atmospheres with functional design,glass,"#FA181C, #487198, #035BA2"
869,869,boho,"A colorful, free-spirited bedroom with mixed textures and cozy lighting.",loves eclectic vibes and cozy textures,marble,"#38056C, #A30E56, #CC15FF"
870,870,boho,A vibrant space with eclectic patterns and layered textiles.,likes vibrant colors and handmade decor,marble,"#546CEA, #C40F71, #83C1B4"
871,871,scandinavian,Scandinavian style kitchen emphasizing light and functionality.,wants warm minimalism and neutral colors,tile,"#5F9A68, #51972F, #57C457"
872,872,scandinavian,"A bright, airy living room with wooden floors and cozy fabrics.",wants warm minimalism and neutral colors,fabric,"#5596C8, #6A584B, #069EB3"
873,873,scandinavian,A cozy bedroom with soft textiles and neutral tones.,prefers light woods and natural fabrics,wood,"#B6707E, #D7C042, #AEB4D7"
874,874,industrial,Industrial style office with concrete walls and metal accents.,"wants a modern, urban atmosphere",marble,"#5604C8, #CA1D8E, #9DD383"
875,875,scandinavian,Scandinavian style kitchen emphasizing light and functionality.,wants warm minimalism and neutral colors,stone,"#BA7A3D, #84E265, #EBE452"
876,876,industrial,Industrial style office with concrete walls and metal accents.,likes metal finishes and exposed structures,leather,"#B2144E, #305EF2, #4ADD28"
877,877,scandinavian,Scandinavian style kitchen emphasizing light and functionality.,wants warm minimalism and neutral colors,fabric,"#FD0296, #4C8947, #6EA96E"
878,878,minimalist,"A simple, clean space with neutral colors and open areas.",wants a calm and functional design,leather,"#ADA684, #732F7B, #85F751"
879,879,industrial,A modern loft with exposed brick and steel finishes.,likes metal finishes and exposed structures,glass,"#3C2D59, #837A36, #5686BE"
880,880,industrial,A warehouse-inspired kitchen featuring raw materials.,"wants a modern, urban atmosphere",fabric,"#F56715, #EB08FE, #F61CF0"
881,881,scandinavian,"A bright, airy living room with wooden floors and cozy fabrics.",prefers light woods and natural fabrics,metal,"#2A70CC, #B4F906, #4F66A3"
882,882,industrial,Industrial style office with concrete walls and metal accents.,prefers raw textures and darker tones,marble,"#13ACC5, #83EDAB, #997814"
883,883,boho,"A colorful, free-spirited bedroom with mixed textures and cozy lighting.",loves eclectic vibes and cozy textures,leather,"#6FE94E, #EECE8E, #D8740C"
884,884,boho,"A colorful, free-spirited bedroom with mixed textures and cozy lighting.",loves eclectic vibes and cozy textures,fabric,"#73D863, #245277, #F8E836"
885,885,minimalist,Minimalist living room with sleek furniture and uncluttered design.,prefers simplicity and neutral palettes,fabric,"#147766, #44A7D9, #FDBE89"
886,886,industrial,A modern loft with exposed brick and steel finishes.,prefers raw textures and darker tones,fabric,"#1AA0BC, #BF615F, #CF04E5"
887,887,industrial,A modern loft with exposed brick and steel finishes.,"wants a modern, urban atmosphere",fabric,"#596BC3, #B8C2F1, #5AA81D"
888,888,scandinavian,A cozy bedroom with soft textiles and neutral tones.,prefers light woods and natural fabrics,marble,"#21F8B1, #10F387, #2B2F22"
889,889,boho,Bohemian style living room full of plants and handmade decor.,loves eclectic vibes and cozy textures,stone,"#327BF8, #74AC1F, #0FFAB3"
890,890,boho,Bohemian style living room full of plants and handmade decor.,loves eclectic vibes and cozy textures,leather,"#76A53D, #F145BF, #FE436A"
891,891,scandinavian,Scandinavian style kitchen emphasizing light and functionality.,prefers light woods and natural fabrics,stone,"#178121, #8C0447, #9860FB"
892,892,boho,Bohemian style living room full of plants and handmade decor.,prefers natural fabrics and artistic patterns,tile,"#6130E5, #3B8430, #C2F24F"
893,893,boho,A vibrant space with eclectic patterns and layered textiles.,loves eclectic vibes and cozy textures,leather,"#C00AB6, #AA757B, #51D6A1"
894,894,scandinavian,A cozy bedroom with soft textiles and neutral tones.,wants warm minimalism and neutral colors,fabric,"#3C8020, #CAE282, #226A4B"
895,895,industrial,A modern loft with exposed brick and steel finishes.,prefers raw textures and darker tones,metal,"#C08D34, #0EF80A, #E1E978"
896,896,boho,Bohemian style living room full of plants and handmade decor.,loves eclectic vibes and cozy textures,glass,"#5E60A5, #6E7211, #C16C54"
897,897,scandinavian,Scandinavian style kitchen emphasizing light and functionality.,wants warm minimalism and neutral colors,leather,"#965EFB, #3491B9, #F30CBA"
898,898,scandinavian,A cozy bedroom with soft textiles and neutral tones.,prefers light woods and natural fabrics,marble,"#C7E26A, #FEB7B4, #DC1D07"
899,899,minimalist,"A simple, clean space with neutral colors and open areas.",likes clean lines and clutter-free spaces,fabric,"#3BF8D7, #C4F8CB, #083AA3"
900,900,industrial,Industrial style office with concrete walls and metal accents.,likes metal finishes and exposed structures,stone,"#881B86, #370558, #ADDFCB"
901,901,boho,Bohemian style living room full of plants and handmade decor.,likes vibrant colors and handmade decor,metal,"#3A49A7, #4CF66B, #DEE1EB"
902,902,industrial,Industrial style office with concrete walls and metal accents.,"wants a modern, urban atmosphere",fabric,"#CF1C1B, #62FA56, #649EA1"
903,903,boho,A vibrant space with eclectic patterns and layered textiles.,likes vibrant colors and handmade decor,stone,"#35A062, #A36F7F, #25086D"
904,904,boho,A vibrant space with eclectic patterns and layered textiles.,prefers natural fabrics and artistic patterns,fabric,"#CEE5D5, #3F4F27, #6C96E4"
905,905,minimalist,"A simple, clean space with neutral colors and open areas.",wants a calm and functional design,marble,"#877C97, #A46C64, #668834"
906,906,scandinavian,"A bright, airy living room with wooden floors and cozy fabrics.",prefers light woods and natural fabrics,marble,"#D50FF9, #E48453, #DF01A8"
907,907,industrial,A modern loft with exposed brick and steel finishes.,prefers raw textures and darker tones,wood,"#51E8D3, #72633C, #1DCA5F"
908,908,scandinavian,Scandinavian style kitchen emphasizing light and functionality.,likes cozy atmospheres with functional design,stone,"#40817C, #74A0BE, #1842D5"
909,909,boho,"A colorful, free-spirited bedroom with mixed textures and cozy lighting.",likes vibrant colors and handmade decor,tile,"#E4A938, #98B74B, #E7970E"
910,910,scandinavian,Scandinavian style kitchen emphasizing light and functionality.,wants warm minimalism and neutral colors,wood,"#58FBF2, #B16674, #B3C777"
911,911,scandinavian,A cozy bedroom with soft textiles and neutral tones.,prefers light woods and natural fabrics,leather,"#2F1FC4, #CDCE66, #ABB018"
912,912,scandinavian,Scandinavian style kitchen emphasizing light and functionality.,wants warm minimalism and neutral colors,wood,"#E99606, #8D05FE, #1C40E7"
913,913,industrial,A modern loft with exposed brick and steel finishes.,"wants a modern, urban atmosphere",stone,"#3D0596, #19E7A9, #6147E5"
914,914,scandinavian,"A bright, airy living room with wooden floors and cozy fabrics.",prefers light woods and natural fabrics,leather,"#5FEA10, #483E2C, #FCEE51"
915,915,industrial,Industrial style office with concrete walls and metal accents.,prefers raw textures and darker tones,fabric,"#5C493D, #4D73DF, #B41D46"
916,916,scandinavian,Scandinavian style kitchen emphasizing light and functionality.,prefers light woods and natural fabrics,fabric,"#A79AA6, #8EBE23, #D09952"
917,917,industrial,A modern loft with exposed brick and steel finishes.,prefers raw textures and darker tones,tile,"#617924, #66A3BB, #DC531A"
918,918,minimalist,"A bedroom with white walls, simple furniture, and natural light.",prefers simplicity and neutral palettes,stone,"#8051DC, #7746E2, #7B3D7B"
919,919,industrial,Industrial style office with concrete walls and metal accents.,prefers raw textures and darker tones,glass,"#5EF0F4, #0B7C17, #121488"
920,920,minimalist,"A simple, clean space with neutral colors and open areas.",likes clean lines and clutter-free spaces,metal,"#FAC4B5, #09EC3B, #5DA64A"
921,921,minimalist,"A simple, clean space with neutral colors and open areas.",prefers simplicity and neutral palettes,metal,"#8F235E, #3A2448, #3EBD22"
922,922,scandinavian,"A bright, airy living room with wooden floors and cozy fabrics.",prefers light woods and natural fabrics,metal,"#AA1E44, #46AC4A, #C43CA9"
923,923,boho,Bohemian style living room full of plants and handmade decor.,prefers natural fabrics and artistic patterns,fabric,"#1F0915, #87DA3A, #441888"
924,924,industrial,A warehouse-inspired kitchen featuring raw materials.,likes metal finishes and exposed structures,glass,"#AE23CE, #7D4425, #CFFCF6"
925,925,industrial,A modern loft with exposed brick and steel finishes.,likes metal finishes and exposed structures,marble,"#751EF4, #18126E, #27F384"
926,926,industrial,Industrial style office with concrete walls and metal accents.,likes metal finishes and exposed structures,wood,"#8343F9, #A725B3, #1B5715"
927,927,scandinavian,"A bright, airy living room with wooden floors and cozy fabrics.",prefers light woods and natural fabrics,tile,"#3B2724, #59276A, #1E5A92"
928,928,scandinavian,A cozy bedroom with soft textiles and neutral tones.,prefers light woods and natural fabrics,wood,"#4F5337, #FF77A5, #BAE83C"
929,929,minimalist,"A bedroom with white walls, simple furniture, and natural light.",prefers simplicity and neutral palettes,marble,"#9CC703, #B04293, #D93CCA"
930,930,scandinavian,"A bright, airy living room with wooden floors and cozy fabrics.",likes cozy atmospheres with functional design,wood,"#11C21C, #B75F27, #E03F34"
931,931,scandinavian,Scandinavian style kitchen emphasizing light and functionality.,prefers light woods and natural fabrics,glass,"#C2B625, #426EB3, #9E2DAB"
932,932,industrial,A modern loft with exposed brick and steel finishes.,likes metal finishes and exposed structures,fabric,"#73B943, #425157, #337084"
933,933,boho,"A colorful, free-spirited bedroom with mixed textures and cozy lighting.",loves eclectic vibes and cozy textures,stone,"#F252B0, #6E2D2C, #D5B0F7"
934,934,minimalist,"A bedroom with white walls, simple furniture, and natural light.",prefers simplicity and neutral palettes,glass,"#4C73A1, #B987A4, #96FB0D"
935,935,scandinavian,A cozy bedroom with soft textiles and neutral tones.,wants warm minimalism and neutral colors,marble,"#8B482B, #6BCA30, #94BECF"
936,936,scandinavian,"A bright, airy living room with wooden floors and cozy fabrics.",prefers light woods and natural fabrics,wood,"#6034A9, #500006, #5C7270"
937,937,industrial,A modern loft with exposed brick and steel finishes.,"wants a modern, urban atmosphere",marble,"#6BEEF2, #7D35D3, #2DB554"
938,938,minimalist,"A simple, clean space with neutral colors and open areas.",prefers simplicity and neutral palettes,leather,"#99FA17, #4A07E6, #C757DD"
939,939,minimalist,"A bedroom with white walls, simple furniture, and natural light.",wants a calm and functional design,glass,"#F6F82B, #E11B06, #5ADF1E"
940,940,boho,A vibrant space with eclectic patterns and layered textiles.,prefers natural fabrics and artistic patterns,fabric,"#E73079, #223AD5, #5B5969"
941,941,industrial,Industrial style office with concrete walls and metal accents.,"wants a modern, urban atmosphere",marble,"#F1BF95, #A5FAF9, #492CDB"
942,942,boho,A vibrant space with eclectic patterns and layered textiles.,loves eclectic vibes and cozy textures,tile,"#FD7318, #A0F647, #A2D49C"
943,943,industrial,A warehouse-inspired kitchen featuring raw materials.,likes metal finishes and exposed structures,metal,"#6BBE96, #55CF24, #D96B20"
944,944,minimalist,"A simple, clean space with neutral colors and open areas.",prefers simplicity and neutral palettes,tile,"#53704B, #3FAAAE, #92AAF3"
945,945,industrial,A warehouse-inspired kitchen featuring raw materials.,likes metal finishes and exposed structures,glass,"#E1D4F5, #607C10, #1F5FD6"
946,946,boho,Bohemian style living room full of plants and handmade decor.,likes vibrant colors and handmade decor,wood,"#EFD444, #896C2B, #4B2039"
947,947,boho,A vibrant space with eclectic patterns and layered textiles.,likes vibrant colors and handmade decor,fabric,"#658527, #7ECB56, #436EE8"
948,948,industrial,A modern loft with exposed brick and steel finishes.,prefers raw textures and darker tones,glass,"#C11CD5, #EA6EE1, #E19E3A"
949,949,industrial,A warehouse-inspired kitchen featuring raw materials.,"wants a modern, urban atmosphere",stone,"#A9F70B, #4B75AA, #896EC4"
950,950,minimalist,"A simple, clean space with neutral colors and open areas.",prefers simplicity and neutral palettes,marble,"#C56C94, #6EA7FB, #168477"
951,951,boho,"A colorful, free-spirited bedroom with mixed textures and cozy lighting.",likes vibrant colors and handmade decor,metal,"#FE696D, #ACC7BB, #BC17B0"
952,952,scandinavian,Scandinavian style kitchen emphasizing light and functionality.,likes cozy atmospheres with functional design,tile,"#F1CC99, #0B9647, #538892"
953,953,boho,"A colorful, free-spirited bedroom with mixed textures and cozy lighting.",likes vibrant colors and handmade decor,glass,"#154E1D, #885028, #54B0FF"
954,954,industrial,A modern loft with exposed brick and steel finishes.,"wants a modern, urban atmosphere",tile,"#96A849, #73A4BC, #33C88B"
955,955,minimalist,Minimalist living room with sleek furniture and uncluttered design.,likes clean lines and clutter-free spaces,marble,"#E1D77D, #85E81C, #AAF22F"
956,956,boho,A vibrant space with eclectic patterns and layered textiles.,prefers natural fabrics and artistic patterns,fabric,"#439D45, #9FBBE2, #2F549C"
957,957,minimalist,"A simple, clean space with neutral colors and open areas.",likes clean lines and clutter-free spaces,marble,"#A4BB50, #59ACAB, #151A33"
958,958,minimalist,"A simple, clean space with neutral colors and open areas.",prefers simplicity and neutral palettes,wood,"#FEBC3A, #318F0F, #368631"
959,959,industrial,A warehouse-inspired kitchen featuring raw materials.,"wants a modern, urban atmosphere",metal,"#02C5BD, #026969, #2124E5"
960,960,minimalist,"A simple, clean space with neutral colors and open areas.",prefers simplicity and neutral palettes,stone,"#D38A07, #01EEF9, #388875"
961,961,boho,Bohemian style living room full of plants and handmade decor.,loves eclectic vibes and cozy textures,wood,"#02BF2E, #BB2532, #449FF9"
962,962,minimalist,"A simple, clean space with neutral colors and open areas.",likes clean lines and clutter-free spaces,tile,"#0B74D3, #079389, #461270"
963,963,industrial,A warehouse-inspired kitchen featuring raw materials.,likes metal finishes and exposed structures,leather,"#97A6A2, #CFD8BF, #80E413"
964,964,industrial,A modern loft with exposed brick and steel finishes.,"wants a modern, urban atmosphere",wood,"#0B69F4, #A03FFE, #DE7FFD"
965,965,minimalist,Minimalist living room with sleek furniture and uncluttered design.,likes clean lines and clutter-free spaces,marble,"#A41750, #F783EC, #14EE39"
966,966,minimalist,"A bedroom with white walls, simple furniture, and natural light.",prefers simplicity and neutral palettes,stone,"#FF1A7F, #A9664B, #A35267"
967,967,scandinavian,A cozy bedroom with soft textiles and neutral tones.,likes cozy atmospheres with functional design,marble,"#E76267, #A9BCC6, #8E2F6B"
968,968,industrial,A warehouse-inspired kitchen featuring raw materials.,prefers raw textures and darker tones,marble,"#3C12AB, #2BF56C, #7F2DE0"
969,969,industrial,A warehouse-inspired kitchen featuring raw materials.,prefers raw textures and darker tones,metal,"#A99D59, #6D7BE8, #5F1DCB"
970,970,scandinavian,Scandinavian style kitchen emphasizing light and functionality.,likes cozy atmospheres with functional design,metal,"#E50DA3, #C44D2B, #3DA01A"
971,971,industrial,Industrial style office with concrete walls and metal accents.,"wants a modern, urban atmosphere",marble,"#789DA6, #12E1C9, #2ECB43"
972,972,industrial,A warehouse-inspired kitchen featuring raw materials.,prefers raw textures and darker tones,stone,"#4987B3, #8D252A, #A05311"
973,973,minimalist,Minimalist living room with sleek furniture and uncluttered design.,wants a calm and functional design,metal,"#6C934F, #67DE04, #076119"
974,974,minimalist,Minimalist living room with sleek furniture and uncluttered design.,prefers simplicity and neutral palettes,tile,"#D4880E, #EB2B59, #0914DC"
975,975,minimalist,"A bedroom with white walls, simple furniture, and natural light.",prefers simplicity and neutral palettes,stone,"#838E81, #731C15, #3364EE"
976,976,minimalist,"A simple, clean space with neutral colors and open areas.",wants a calm and functional design,metal,"#80607F, #EFBE4C, #2E1F5C"
977,977,industrial,Industrial style office with concrete walls and metal accents.,"wants a modern, urban atmosphere",metal,"#2709B0, #6F423D, #47FFFB"
978,978,minimalist,Minimalist living room with sleek furniture and uncluttered design.,likes clean lines and clutter-free spaces,marble,"#F5C63E, #AC78D8, #95B072"
979,979,boho,"A colorful, free-spirited bedroom with mixed textures and cozy lighting.",likes vibrant colors and handmade decor,fabric,"#EF1AD8, #C8CC0A, #400C0E"
980,980,scandinavian,Scandinavian style kitchen emphasizing light and functionality.,likes cozy atmospheres with functional design,fabric,"#9EFE77, #509922, #81E10A"
981,981,boho,Bohemian style living room full of plants and handmade decor.,likes vibrant colors and handmade decor,glass,"#90EED9, #A60845, #2130A1"
982,982,minimalist,"A bedroom with white walls, simple furniture, and natural light.",wants a calm and functional design,leather,"#C42405, #1F457E, #B5B323"
983,983,scandinavian,"A bright, airy living room with wooden floors and cozy fabrics.",prefers light woods and natural fabrics,wood,"#F9733C, #6EB521, #290F2E"
984,984,boho,A vibrant space with eclectic patterns and layered textiles.,likes vibrant colors and handmade decor,metal,"#F29102, #7428D4, #E59FC4"
985,985,industrial,A modern loft with exposed brick and steel finishes.,prefers raw textures and darker tones,leather,"#D4C864, #168D05, #F95C7A"
986,986,industrial,A modern loft with exposed brick and steel finishes.,prefers raw textures and darker tones,wood,"#7AE342, #936922, #0A0B02"
987,987,minimalist,"A simple, clean space with neutral colors and open areas.",likes clean lines and clutter-free spaces,leather,"#4DEDF8, #0DAF5C, #36445E"
988,988,scandinavian,A cozy bedroom with soft textiles and neutral tones.,wants warm minimalism and neutral colors,metal,"#011EBA, #B24367, #16126A"
989,989,minimalist,"A bedroom with white walls, simple furniture, and natural light.",likes clean lines and clutter-free spaces,marble,"#165862, #5BC081, #8E62D3"
990,990,industrial,A modern loft with exposed brick and steel finishes.,likes metal finishes and exposed structures,fabric,"#C41CBC, #5FECC1, #163499"
991,991,industrial,A modern loft with exposed brick and steel finishes.,likes metal finishes and exposed structures,wood,"#1F47BA, #8344EB, #A95EB7"
992,992,boho,A vibrant space with eclectic patterns and layered textiles.,likes vibrant colors and handmade decor,tile,"#46BEA3, #3285A1, #4B3150"
993,993,scandinavian,Scandinavian style kitchen emphasizing light and functionality.,likes cozy atmospheres with functional design,metal,"#CE7398, #9613F6, #7C0970"
994,994,minimalist,"A bedroom with white walls, simple furniture, and natural light.",wants a calm and functional design,wood,"#F9AAB3, #795279, #7EA172"
995,995,industrial,Industrial style office with concrete walls and metal accents.,likes metal finishes and exposed structures,metal,"#0952B7, #46D26B, #E468D8"
996,996,boho,Bohemian style living room full of plants and handmade decor.,prefers natural fabrics and artistic patterns,marble,"#E2C382, #16DB05, #320ED1"
997,997,scandinavian,"A bright, airy living room with wooden floors and cozy fabrics.",likes cozy atmospheres with functional design,glass,"#2E9639, #3A068E, #931650"
998,998,scandinavian,"A bright, airy living room with wooden floors and cozy fabrics.",wants warm minimalism and neutral colors,fabric,"#829D18, #44F309, #C19EE0"
999,999,scandinavian,Scandinavian style kitchen emphasizing light and functionality.,prefers light woods and natural fabrics,stone,"#483F92, #24E317, #2E302D"
1000,1000,industrial,A warehouse-inspired kitchen featuring raw materials.,prefers raw textures and darker tones,fabric,"#5164CE, #4B5AC2, #5911FD"
